run_id,fold,fecha_inicio,fecha_fin,num_velas,num_trades,retorno_pct,win_rate,max_drawdown_pct,sharpe_ratio,sl_hits,tp_hits
20260512_200435_RSI_14_30_70_+_ATR_SL,1,2025-11-18 21:00:00+00:00,2025-12-22 04:00:00+00:00,800,10,2.7511,40.0,-4.7748,0.101,6,3
20260512_200435_RSI_14_30_70_+_ATR_SL,2,2025-12-22 05:00:00+00:00,2026-01-24 12:00:00+00:00,800,6,-4.3948,16.67,-6.4972,-0.4982,5,1
20260512_200435_RSI_14_30_70_+_ATR_SL,3,2026-01-24 13:00:00+00:00,2026-02-26 20:00:00+00:00,800,14,-14.8894,21.43,-19.6999,-0.4237,11,2
20260512_200435_RSI_14_30_70_+_ATR_SL,4,2026-02-26 21:00:00+00:00,2026-04-01 04:00:00+00:00,800,14,-11.9804,14.29,-15.201,-0.5045,12,2
